POSTCODE;KELURAHAN;KECAMATAN;JENIS;KABUPATEN;PROVINSI;;
23652;Suak Pante Breuh;Samatiga;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Suak Seukee;Samatiga;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Suak Seumaseh;Samatiga;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Suak Timah;Samatiga;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Teupin Peuraho;Arongan Lambalek;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Ujong Beusa;Arongan Lambalek;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Ujong Nga;Samatiga;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Ujong Simpang;Arongan Lambalek;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23652;Ulee Blang;Bubon;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Alue Blang;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Alue Panyang;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Alue Sikaya;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Alue Sundak;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Aron Baroh;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Aron Tunong;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Bakat;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Blang Mee;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Cot Keumudee;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Cot Lagan BB/Cm;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Cot Murong;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Cot Situah;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Darul Huda;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Drin Mangko;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Gempa Raya;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Glee Siblah;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Gunong/Gunung Rambong;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Gunung Hampa;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Ie Itam Baroh;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Ie Itam Tunong;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Jawa;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Jawi;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Keuleumbah;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Kuala Bhee;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Lhung Tgk Yah;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Lueng Buloh;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Lueng Jawa;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Lueng Tanoh Tho;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Padang Jawa;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Panton;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Pasi Aceh;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Pasi Ara Kb;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Pasi Birah;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Pasi Lunak;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Pasi Pandan;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Paya Dua;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Paya Luah;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Pulo Ie;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Ranto Panyang;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Seumantok;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Suak Tring;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Teumarom;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23654;Tingkeum Panyang;Woyla;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Alue Keumang;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Alue Lhee;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Alue Lhok;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Alue On;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Alue Peudeung;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Alue Tampak;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Antong;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Babah Iseung;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Babah Krueng Manggie;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Babah Krueng Teklep;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Babah Lueng;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Babah Meulaboh;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Baro Paya;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Batu Jaya;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Berdikari;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Beureugang;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Blang Balee;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Blang Dalam;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Blang Geunang;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Blang Teungoh;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Canggai;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Cot Manggie;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Drien Calee;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Drien Sibak;Sungai Mas;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Gampong Baro;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Geudong;Sungai Mas;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Gunong Tarok;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Gunung Mata Ie;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Jambak;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Keude Aron;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Keude Suwak Awe;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Keude Tanjong;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Keuramat;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Keutambang;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Krueng Beukah;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Kuala Manye;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Lango;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Lawet;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Lek Lek;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Lhok Guci;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Lhok Sari;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Manggie;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Manjeng;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Marek;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Menuang Kinco;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Menuang Tanjong;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Mesjid;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Meunasah Ara;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Meunasah Buloh;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Meunasah Gantung;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Meunasah Rambot;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Meunasah Rayeuk;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Meutulang;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Mugo Cut;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Mugo Rayeuk;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Muko;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Padang Mancang;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Padang Sikabu;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Palimbungan;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pante Ceureumen (Pante Cermin);Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pasi Ara;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pasi Jambu;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pasi Jeumpa;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pasi Kumbang;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pasi Meugat;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pasi Teungoh;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Paya Baro Meuko;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Peunia;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pucok Pungkie;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pulo Teungoh Manyeng;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Pungkie;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Putim;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Puuk;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Sawang Rambot;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Sawang Teubee;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Seumantok;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Seumara;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Sibintang;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Sikundo;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Simpang;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Suwak Awe;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Tamping;Panton Reu;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Tanjong Bunga;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Tanjong Meulaboh;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Tegal Sari;Pante Ceureumen (Pantai Ceuremen);Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Teuladan;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Teupin Panah;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
23681;Tumpok Ladang;Kaway XVI;Kab.;Aceh Barat;Nanggroe Aceh Darussalam (NAD);;
